ID,codigo_sisin,nombre_proyecto,objetivo_general,CostoTotal$us.,cod_entidad,sigla_entidad,entidad,cod_sector,sector,cod_subsector,subsector,cod_tipo_proyecto,tipoproyecto,departamento,municipio,fuente,fte_sigla,organismo,org_sigla,convenio,sisfin,numero_contrato,municipio,Cod_Mun,Lat_Fin,Long_Fin
343,0251000800000,DESAR. CONCURRENTE REGIONAL-PDCR,LOS GOBIERNOS MUNICIPALES LAS PREFECTURAS EL GOBIERNO NACIONAL Y LA SOCIEDAD CIVIL CONCIERTAN Y GESTIONAN LA INVERSI?N P?BLICA SOSTENIBLE EN SECTORES PRODUCTIVOS SELECCIONADOS PARA EL DESARROLLO LOCAL CON ENFOQUE TERRITORIAL ,3055,0051,MIN-AUT,Ministerio de Autonom¡a,19,MULTISECTORIAL,19.4,FORTALECIMIENTO INSTITUCIONAL,19.4.1,PROGRAMAS DE FORTALECIMIENTO INSTITUCIONAL,NACIONAL,Multimunicipal,70,CREDEX,415,AIF,DESARROLLO CONCURRENTE REGIONAL PDCR II,04352,4378-BO,Multimunicipal,20101,-16.495723,-68.133580
